userId,movieId,rating

170,100015,2

3568,90116,4

2167,103834,3

2407,147024,1

1833,366,4

2846,96966,2

3757,101782,5

3656,90068,4

2804,311,5

3579,7331,5

1237,148799,2

563,66369,3

780,1319,3

2101,148657,2

2931,92120,2

1181,167542,1

3093,82465,4

340,94308,2

3519,1203,5

1089,3887,4

1943,136606,3

2366,77481,1

962,33685,1

1880,140265,4

3850,139707,5

2993,81834,3

2562,113968,5

439,79106,5

3930,91206,4

1304,122290,3

2360,397,5

98,140271,5

1882,6161,5

3202,135577,5

3380,132080,4

4011,161764,3

1463,107115,5

2101,131986,1

2625,161846,3

2502,6143,1

2341,32677,5

3519,141986,1

2924,107098,5

782,173465,1

2389,172009,3

2781,124290,2

2159,6660,2

310,7089,4

715,151693,2

878,90843,4

1125,169420,2

3843,146858,3

1745,102499,3

2849,7880,3

3116,2473,3

4091,117334,2

250,140729,3

1118,157049,3

591,145038,4

2122,129921,1

2680,144242,5

2717,133409,3

3088,116730,2

3699,175415,5

2277,104879,4

3635,110221,3

3339,6340,4

1008,88746,4

3396,175607,4

3063,135230,4

1214,3641,5

3665,107348,3

2500,172357,4

330,162842,5

2728,164767,1

330,139064,3

3873,5804,2

2803,170068,2

2056,140098,5

78,26338,5

1575,26006,5

2908,145285,4

271,166621,3

1922,144368,5

1505,4032,1

3021,91500,2

962,110316,2

789,109461,3

3757,3455,4

660,27170,4

3738,153210,3

3124,33162,5

1367,69744,2

1851,49739,4

3350,92646,1

2270,134815,3

573,160838,5

3602,64418,1

2952,114995,2

1328,4985,5

338,149440,2

3273,126072,3

755,141733,3

415,1574,5

3744,150588,4

1783,124705,5

3469,132238,4

3650,2807,4

2460,174191,3

3204,139373,1

1794,32666,2

3057,161167,3

3968,79863,3

1490,147458,1

1679,158952,2

3387,89373,5

1152,71216,3

3324,90545,3

2072,68848,3

2907,111924,5

2448,83381,5

2289,168656,4

3074,89016,5

780,147116,3

3324,103233,4

1880,138914,4

20,82152,5

743,129949,1

1745,129419,2

3968,102941,4

1125,159339,3

1506,7328,3

769,144304,1

2803,84538,1

2224,144022,4

1505,102245,3

1737,132991,3

85,170935,4

1880,1940,4

3071,667,1

3057,93029,4

454,152749,1

790,116417,5

3982,157110,4

2389,93185,4

1992,145082,1

2013,150194,2

4061,96565,2

343,8405,2

1896,2711,1

732,112749,5

1732,38824,3

2429,93002,4

3540,108188,1

3503,140529,5

3382,97186,5

1162,8585,2

1627,81049,1

2849,40898,1

1941,110262,3

3325,5205,2

3183,46559,2

1340,116399,5

3386,171963,5

1823,71748,5

1125,4930,3

476,8872,5

907,6850,5

1764,124119,4

3665,92446,3

1125,147066,2

493,166269,2

2301,100050,4

1605,1102,3

1120,104563,4

2847,2564,4

2795,137391,1

876,175651,1

1794,40291,4

1826,98583,1

1659,122659,1

1231,146412,3

3162,8999,4

2803,6756,3

3578,7810,5

1683,143450,2

3634,44225,4

3271,164163,5

3460,88515,3

498,136249,5

2518,7938,5

2305,8921,3

2810,103688,1

2281,97742,2

890,26417,2

1915,142444,5

266,117926,5

1008,83777,2

1823,121081,4

3643,142240,5

3259,120779,4

311,35836,4

4025,104074,1

2792,121229,5

2224,102340,2

1399,5001,3

2590,173085,5

476,8989,2

1783,6711,2

2384,129814,2

2902,149592,2

293,5528,2

2441,105565,5

1089,119186,5

838,156631,1

3096,109001,1

2413,174725,5

1851,5736,1

2343,116052,3

3866,2354,4

2268,73137,4

2236,156396,3

2941,154246,5

3694,173485,3

185,6426,1

2165,110752,3

3273,137377,4

1557,124394,1

579,153114,3

122,163128,4

746,153572,3

3680,2717,3

2289,131442,2

399,88998,4

1033,173067,3

3166,102969,5

1016,8338,3

1428,157773,4

2013,72848,1

3455,3357,5

2609,8524,3

149,142556,5

1709,108951,4

2198,158424,3

3690,2870,4

559,79081,5

1714,129739,4

1316,124687,2

676,45880,4

3694,2636,2

78,131888,2

861,52927,2

3496,152741,3

1994,99294,3

342,133643,5

23,128482,1

1631,94114,4

3843,73464,2

1994,143535,1

1368,35843,5

343,161602,2

4021,155589,3

1846,71379,1

3788,121779,2

1497,147218,4

2697,4147,3

1016,27660,1

1801,5009,1

771,135157,4

2518,152717,5

2979,3355,2

3602,146198,5

1490,130081,4

3742,1716,1

771,117428,1

75,122721,1

876,165595,2

1428,86760,1

1946,148884,2

826,139855,2

595,149879,1

740,27598,3

2360,125195,2

4088,72601,4

3342,109397,1

2465,175611,1

1575,155581,4

2796,135971,1

2122,120128,1

2366,144552,2

414,140367,2

3795,8824,5

1428,61768,4

4027,82678,4

3614,153148,1

1011,99337,3

3579,159133,5

3866,169320,3

2536,72927,1

746,136080,5

989,8391,3

1490,30146,2

3041,111312,3

60,113670,4

44,40831,3

1624,61948,2

2713,112774,3

2018,4552,2

3380,146358,1

2998,97866,3

2540,1498,2

1523,169474,3

1880,167180,1

1386,159221,2

1902,132386,1

1833,5513,5

1016,109987,4

878,72142,1

624,498,1

2941,136489,1

1814,164185,3

3643,514,5

1267,143329,4

1336,168978,1

1703,139419,4

2346,327,2

36,45969,5

3440,61398,5

149,37982,4

579,107555,1

2346,134900,4

853,169590,2

1629,34353,1

282,123989,2

547,91073,3

2285,112589,4

173,153672,1

2663,175575,1

1435,6203,1

3386,141763,3

524,31267,1

790,122924,1

2484,113889,5

343,371,3

1220,5610,4

1906,129847,4

133,31342,5

2241,144608,5

1072,33247,2

3690,170363,1

2130,141680,5

2873,141946,5

3209,229,3

3959,168294,5

1216,2420,3

1624,38004,2

3544,148452,3

2694,6276,2

2346,2725,4

2923,149338,1

3570,110106,1

162,92633,5

1880,3208,5

2418,95794,5

2620,866,5

2380,102373,1

2192,152381,2

1999,175593,2

1103,448290,3

1364,124693,2

976,5394,3

2863,89726,3

2907,4735,1

4088,134861,2

46,26562,4

1316,3546,5

2413,69652,4

1363,27823,3

2776,133379,1

2662,168342,5

573,5325,2

4088,158035,2

1214,31878,2

2183,130528,4

1878,5658,2

1279,2689,2

2776,88417,2

2781,138200,5

3131,117446,2

2729,172207,2

2501,125397,2

180,27328,2

2563,135885,1

1855,151641,2

3694,163597,3

1216,68959,4

3968,72718,1

2563,157605,3

2626,117543,4

2075,90777,4

2795,168914,3

76,142564,1

604,176177,4

1175,102817,4

761,82022,5

1379,4490,4

3615,142951,5

2421,146880,1

1809,106423,3

1054,142202,3

1973,43528,4

2010,142871,4

2682,164919,2

3482,106506,5

1762,167686,1

1112,100036,3

1991,170969,5

3326,31047,2

2832,113783,3

2159,174711,1

3564,41596,3

609,111848,2

1753,140453,3

1362,126781,3

2544,128187,1

2650,53140,1

2671,139056,5

1231,136980,5

402,3922,4

1538,3912,3

1252,114805,5

157,124679,4

3593,66427,1

1753,48394,5

3393,80,5

3544,92374,2

1162,95107,5

3687,106782,3

749,139701,1

3426,129364,5

3363,129788,1

1820,98617,2

2108,5142,4

912,112552,3

541,156601,3

563,133784,2

1973,143659,2

1558,3613,2

2848,104321,4

3160,81180,4

1453,107980,5

3075,7074,5

399,105412,4

909,163016,2

2294,35347,4

1365,98927,1

2087,1849,2

2666,2767,3

1196,142115,2

1474,415,1

1103,161578,3

3263,49793,5

1474,140445,5

3208,113851,1

1487,81795,3

2005,72209,5

2315,4945,2

3615,164260,1

1399,166195,3

3367,138620,1

2124,63647,3

4032,73232,5

3024,136503,4

1843,48458,4

2208,108425,1

3396,125257,5

2502,122484,4

1712,1273,2

2181,4448,5

476,167130,5

3093,145606,5

2863,30982,3

1355,109997,4

63,80154,1

1431,86574,4

17,139757,3

1180,97035,4

807,78057,5

3834,93717,1

2013,34499,2

336,361,1

2941,150346,5

2840,138346,1

4067,112021,3

1220,164280,3

1784,71497,5

769,62733,1

1284,91012,3

3314,134840,4

1809,82095,5

213,102666,2

682,116805,1

173,6610,3

3757,109470,2

475,128964,3

909,133143,4

515,2600,2

3959,119161,3

2484,150396,2

2562,5911,2

2810,125984,1

521,92918,2

2471,171379,4

3858,6338,4

2201,130454,3

1554,165157,2

1598,131596,2

2542,6056,2

1010,98144,2

3680,31040,5

2181,63828,1

3968,169054,3

1042,26763,3

2421,6023,2

1510,53374,5

2840,53996,2

2713,1797,4

3930,668,2

1176,5194,4

916,152719,3

743,121129,3

3124,7621,5

3503,80742,3

949,142552,1

878,129849,1

2413,93035,3

343,91921,4

3351,5068,3

2518,152672,2

2993,152491,3

1926,70368,4

2268,153604,2

2088,7146,1

3564,118944,3

2249,175993,2

3945,103224,5

3753,124432,1

1180,139781,3

1474,114933,2

3182,135071,1

2682,169430,2

2776,7156,5

562,172791,1

1575,101770,3

2518,107885,1

1325,2495,5

2159,2405,3

3270,152135,1

2201,122246,5

1103,89999,4

2923,561,4

1954,119878,2

1882,66744,3

1900,132912,4

2183,80400,3

2817,125938,2

878,69280,2

3324,161306,3

916,131094,5

2762,97667,1

1846,43813,5

541,112419,1

2631,6135,1

1926,3537,1

868,127311,4

1753,119129,5

3321,32383,3

1794,96415,2

3838,133557,2

2238,151689,5

761,7645,1

2941,106501,2

1705,3147,1

308,171403,2

2363,2741,2

1123,101664,4

1020,121533,3

594,141281,5

619,175929,2

2805,315,3

604,94264,4

1406,26142,5

623,152133,1

3441,163539,2

4000,165935,5

3955,4143,3

498,2960,5

1846,165441,2

3580,145700,3

1922,154822,3

1712,109203,1

2460,174225,4

180,99325,3

3792,51834,3

1482,172437,2

3510,130396,1

337,4089,2

853,104932,5

3576,153632,1

1368,155489,1

2465,90292,1

1363,122756,5

1184,70015,4

3955,132995,2

1386,127296,4

1112,76030,1

2677,161656,5

2544,122851,2

891,118936,3

3240,166882,5

1872,55434,5

1733,171539,2

1801,114814,4

924,92845,5

1715,112948,5

2429,129723,5

1488,46347,4

250,120823,2

2468,168440,1

1562,96020,3

1890,95574,2

599,3284,2

2299,89527,4

2803,117913,1

550,51503,5

2502,8495,5

3638,48638,4

1252,155932,5

3687,150600,3

2929,133966,5

842,719,4

3229,743,1

1954,103590,3

2952,101986,5

790,54908,5

1762,97384,5

1169,98389,2

1907,117444,1

213,161688,1

430,175839,5

3524,3397,1

3194,1705,2

2762,162314,1

3455,72762,4

620,2866,2

559,169068,4

1497,160690,5

962,93432,2

2735,67267,5

2267,124348,1

94,169650,3

161,154464,3

601,103328,5

1336,98271,3

35,70932,2

1346,81059,5

1106,155064,5

2889,27078,1

1753,130450,2

1030,73851,5

3324,71416,4

2849,713,3

2315,80924,2

3811,125930,1

2448,162722,3

2087,170521,3

599,162106,2

3428,103639,2

1627,137134,5

2979,139002,1

3775,135220,2

953,152678,1

1364,130632,2

2270,153456,1

3601,98251,3

2693,135466,5

1732,96193,4

953,171259,2

1600,137553,5

1363,115467,4

1655,149670,2

886,4875,5

2088,7016,5

3021,6600,1

865,124025,3

2101,118854,2

105,136630,4

2399,122497,1

826,167476,4

3124,144208,1

749,149100,4

609,87964,3

3540,103631,2

2655,147400,2

2769,94184,2

3576,1636,1

741,140401,4

3158,4298,4

161,106607,2

620,88989,4

2010,157250,2

2712,110537,3

1872,103774,2

48,26526,2

2978,124961,5

1489,170503,2

44,153066,5

591,133747,2

75,3229,2

2218,8998,1

3861,46961,5

3073,114721,1

3367,89804,5

3194,3184,4

2192,3883,1

3099,134639,3

1629,6106,5

1386,170030,5

430,2492,3

1631,105499,1

3665,159419,1

1546,8722,1

3387,131150,3

2729,159283,3

1999,7095,5

3781,90355,3

2072,173899,3

3050,41136,1

2343,344,1

744,121477,3

2267,131316,1

2380,164913,4

3777,165443,1

3229,153306,4

4023,108778,5

2219,91755,2

1365,2155,4

820,160159,5

3690,140703,2

3460,80744,5

550,121797,5

337,162386,5

736,6777,1

2974,169632,4

2735,154898,2

1937,137335,3

3162,147260,2

1125,6458,4

3509,4998,3

1783,1287,4

3360,50068,2

117,121039,4

122,56570,2

2675,3456,1

2022,87798,3

1362,169714,2

2010,104629,2

3432,3166,3

3297,133596,4

3259,101303,3

475,5673,1

2013,64153,2

313,41564,5

897,6128,2

1103,120759,2

1030,135420,1

3918,30767,2

88,6208,5

3176,144346,4

1698,95309,4

2908,102280,5

573,123465,1

2467,121366,2

2484,80444,3

223,25802,1

2249,7838,5

76,99251,3

1106,99126,2

770,91766,4

2068,85445,1

122,170845,5

1616,141602,5

3568,8194,3

3851,78649,3

2938,86489,2

105,4984,3

138,7986,3

3894,108243,1

1216,1157,5

2979,120608,3

2540,89002,3

4067,117684,4

949,7840,2

3263,129011,1

164,172677,5

259,116181,1

3149,122555,4

2153,4762,4

1187,4814,5

1843,152346,5

3687,84534,3

266,153180,4

2938,78653,1

3204,129445,4

2993,113864,3

1571,91789,5

2410,39048,3

2713,132058,2

1890,163440,2

1899,74115,1

601,175745,2

1346,137761,2

298,149160,1

2924,161131,4

182,641,3

1033,140349,1

2152,117859,4

1072,4362,3

475,122675,1

2587,100304,2

3738,27340,5

3208,58299,4

2152,146058,4

741,161672,5

2889,121479,1

1823,111237,4

417,134908,1

3383,86550,4

1126,65256,3

2322,133337,3

108,110056,1

2587,111458,3

2289,94955,1

2235,131480,5

1204,96255,1

2907,139841,4

2181,161876,2

520,73531,3

861,144984,4

3589,101064,3

2815,913,1

1826,63760,3

4020,47642,1

746,78893,5

897,58094,2

1123,77416,2

1713,129879,3

1698,107713,4

36,116917,2

1164,6549,4

1610,156718,5

2380,106895,2

579,134637,5

2224,4658,2

261,58839,2

2572,96642,3

1631,79091,4

3861,92335,4

162,457,1

2739,6707,5

3469,150156,2

3021,130852,3

1737,8360,2

330,56724,4

985,87166,4

3544,150688,4

2277,131538,4

2746,69088,3

836,124170,5

1119,132452,2

3519,176023,5

912,90769,3

35,53851,2

547,116169,1

1344,110546,1

1016,66655,2

1820,142999,3

3866,82119,2

770,6713,1

2224,102033,5

4020,163535,2

836,156340,5

3104,1219,2

3314,6112,4

3760,5156,3

3021,144842,2

3367,31101,3

3496,102167,3

2242,123602,4

2542,175693,2

214,108005,2

3063,97946,3

1598,132910,5

2061,99253,4

2297,26610,5

1354,125133,1

3828,122108,3

1430,152591,3

75,116819,4

1346,78885,4

2792,45,1

2855,149747,4

2222,118446,2

2500,106272,3

318,172571,2

3116,129657,1

3383,154266,4

2735,67190,1

989,90201,3

826,175527,3

2584,4541,5

1478,115676,4

1727,168700,4

3982,101329,3

3556,158992,5

2301,2901,3

374,7891,5

2663,66904,4

2467,5785,2

1952,84262,5

89,152872,1

2273,152127,3

293,104294,3

1835,134069,2

843,154614,4

3987,121575,5

4004,54318,2

1825,5818,3

3544,126251,4

1833,145048,5

638,164453,2

3240,167822,1

464,99917,2

318,141116,5

1907,8458,4

3440,6684,3

1783,46574,4

1783,80313,4

1336,92126,5

454,173707,5

1419,104438,2

536,6860,5

3148,95654,4

796,6320,1

807,157775,4

1609,72714,1

1878,112743,4

3458,8044,4

3350,113263,5

928,116495,5

3240,136046,2

76,174441,2

1774,158115,5

1549,129947,4

1482,2653,2

2625,115238,1

1973,168298,3

2167,7537,4

2372,744,2

3578,130996,3

3960,117322,5

4020,4771,4

1215,143645,3

3811,117017,1

2848,130648,4

3321,133718,2

1943,144354,3

3757,5884,1

670,6755,5

601,26898,1

2088,6509,4

1544,152559,1

2218,5520,3

3474,160396,1

94,26314,4

2061,160734,2

2728,33051,3

1713,310,4

2152,74161,2

1926,102742,2

1846,95,3

638,145110,2

3374,141480,1

3367,131954,5

345,161173,1

1215,6792,4

3350,121845,4

1264,174631,4

1767,68674,3

1386,8823,4

821,4557,2

1641,130206,2

2501,148725,4

356,51194,3

1042,148438,2

1482,5088,5

3744,3597,3

1879,1322,1

1833,1436,3

4033,55577,3

417,160420,4

3656,3462,5

1798,165589,1

3828,233,2

1946,167390,5

3669,104636,5

310,95866,2

1119,4682,1

2186,4511,4

2978,149146,4

2101,4218,4

2241,163110,2

1175,171215,4

1549,51103,2

2263,149766,4

483,152338,4

2366,139034,3

1482,6181,2

3781,120292,3

3160,69704,3

1835,80132,1

2201,87332,1

1705,155980,2

597,139647,3

3960,60979,4

761,159676,1

3428,60522,1

